Checked,Protein FDR Confidence: Combined,Master,Accession,Description,# Peptides,# PSMs,"Abundance Ratio P-Value: (DZNep, Global) / (Control, Global)","Abundance Ratio P-Value: (DZNep, PISA) / (Control, PISA)","Abundance Ratio: (DZNep, Global) / (Control, Global)","Abundance Ratio: (DZNep, PISA) / (Control, PISA)","Abundance Ratio (log2): (DZNep, Global) / (Control, Global)","Abundance Ratio (log2): (DZNep, PISA) / (Control, PISA)","Abundances (Grouped): Control, Global","Abundances (Grouped): Control, PISA","Abundances (Grouped): DZNep, Global","Abundances (Grouped): DZNep, PISA","Abundances (Grouped) CV [%]: Control, Global","Abundances (Grouped) CV [%]: Control, PISA","Abundances (Grouped) CV [%]: DZNep, Global","Abundances (Grouped) CV [%]: DZNep, PISA",# Unique Peptides,# Isoforms,"Abundances (Normalized): F3: 127N, Sample, Control, Global","Abundances (Normalized): F3: 129N, Sample, Control, Global","Abundances (Normalized): F3: 131N, Sample, Control, Global","Abundances (Normalized): F3: 133N, Sample, Control, Global","Abundances (Normalized): F3: 126, Sample, Control, PISA","Abundances (Normalized): F3: 128C, Sample, Control, PISA","Abundances (Normalized): F3: 130C, Sample, Control, PISA","Abundances (Normalized): F3: 132C, Sample, Control, PISA","Abundances (Normalized): F3: 128N, Sample, DZNep, Global","Abundances (Normalized): F3: 130N, Sample, DZNep, Global","Abundances (Normalized): F3: 132N, Sample, DZNep, Global","Abundances (Normalized): F3: 133C, Sample, DZNep, Global","Abundances (Normalized): F3: 127C, Sample, DZNep, PISA","Abundances (Normalized): F3: 129C, Sample, DZNep, PISA","Abundances (Normalized): F3: 131C, Sample, DZNep, PISA","Abundances (Normalized): F3: 134N, Sample, DZNep, PISA",# Protein Groups,Sum PEP Score,Coverage [%],"Abundance: F3: 127N, Sample, Control, Global","Abundance: F3: 129N, Sample, Control, Global","Abundance: F3: 131N, Sample, Control, Global","Abundance: F3: 133N, Sample, Control, Global","Abundance: F3: 126, Sample, Control, PISA","Abundance: F3: 128C, Sample, Control, PISA","Abundance: F3: 130C, Sample, Control, PISA","Abundance: F3: 132C, Sample, Control, PISA","Abundance: F3: 128N, Sample, DZNep, Global","Abundance: F3: 130N, Sample, DZNep, Global","Abundance: F3: 132N, Sample, DZNep, Global","Abundance: F3: 133C, Sample, DZNep, Global","Abundance: F3: 127C, Sample, DZNep, PISA","Abundance: F3: 129C, Sample, DZNep, PISA","Abundance: F3: 131C, Sample, DZNep, PISA","Abundance: F3: 134N, Sample, DZNep, PISA"
FALSE,High,Master Protein,Q92686,Neurogranin OS=Homo sapiens OX=9606 GN=NRGN PE=1 SV=1,5,61,0.00481349875248893,0.00542502546186874,1.384,1.303,0.47,0.38,4620.9,6552.3,6393.4,8537.4,9.46,3.76,7.43,19.46,5,10,4710.9,5060.2,4020.4,4532.6,6602.2,6095.6,6608.6,6502.7,6969.8,6723.8,5998,6079.3,11661,7938.9,9181.1,7829.3,1,71.014,81,1355.1,1390.7,2239.7,3041.8,4306.5,4617.8,3697,3147.7,3345.4,2274.3,2770.3,6079.3,4173.3,2855.7,5346.9,3600.2
FALSE,High,Master Protein,Q9BWD3,Retrotransposon Gag-like protein 8A OS=Homo sapiens OX=9606 GN=RTL8A PE=1 SV=3,1,1,0.00489874429599402,0.972491293844623,0.69,0.97,-0.53,-0.04,165.4,99.2,114.2,96.2,15.46,8.91,12.77,16.33,1,1,198.1,184.9,146.3,148,99.2,109.1,99.2,87.6,109.9,122.6,118.7,90.9,111.2,88.1,105.1,77.2,1,4.254,11,57,50.8,81.5,99.3,64.7,82.7,55.5,42.4,52.7,41.5,54.8,90.9,39.8,31.7,61.2,35.5
FALSE,High,Master Protein,Q7Z4V5,Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens OX=9606 GN=HDGFL2 PE=1 SV=1,35,123,0.00491615728089667,0.0869872341493185,1.244,1.149,0.32,0.2,30680.2,34756.9,38171,39928.8,9.13,5.93,3.59,8.11,32,37,28774.6,27455.9,32712.1,32966.5,34967.4,34547.6,32102.7,37121.1,38373.4,35734.4,37969.7,38751.3,35459.5,43261.9,40258.7,39601.7,1,128.213,24,8277.2,7545.7,18223.7,22123.7,22808.6,26171.8,17958.9,17968.7,18418.6,12087,17537,38751.3,12690.5,15561.7,23446,18210.3
FALSE,High,Master Protein,Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2",9,34,0.00500283821385694,0.020192312291107,0.671,0.734,-0.58,-0.45,8775,5920.5,5885.1,4347.9,11.48,15.19,12.25,11.01,9,10,8935.4,7578.9,10029,8617.6,5333.4,4852.7,6572.2,6611.1,6061.2,5714,6942.8,5201.2,3630.2,4544.1,4160.2,4672.1,1,40.602,20,2570.3,2082.9,5587.1,5783.2,3478.8,3676.2,3676.6,3200.1,2909.3,1932.7,3206.6,5201.2,1299.2,1634.6,2422.9,2148.4
FALSE,High,Master Protein,Q99538,Legumain OS=Homo sapiens OX=9606 GN=LGMN PE=1 SV=1,3,12,0.00507591873249502,0.00360450293415759,1.267,1.39,0.34,0.48,2393.2,2061.9,3031.1,2866.4,4.49,11.38,11.66,8.38,3,5,2472.2,2388.3,2220.1,2398,2046.3,1941.2,2077.6,2494.7,2980.6,3082.4,3670.5,2835.5,2774.7,2961.2,2569.5,3125,1,12.486,4,711.1,656.4,1236.8,1609.3,1334.7,1470.6,1162.3,1207.6,1430.6,1042.6,1695.3,2835.5,993,1065.2,1496.4,1437
FALSE,High,Master Protein,O00566,U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2,4,5,0.0050916434703917,0.173567894869238,1.524,1.291,0.61,0.37,488.8,437.5,744.9,565,17.68,15.74,13.46,15.61,4,4,520.4,348.4,523.5,459.1,368.9,402.4,522.7,475.7,699.5,793.2,866.7,638.2,467.6,679.8,541.6,589.5,1,13.02,5,149.7,95.8,291.7,308.1,240.6,304.9,292.4,230.3,335.8,268.3,400.3,638.2,167.4,244.5,315.4,271.1
FALSE,High,Master Protein,Q92888,Rho guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=ARHGEF1 PE=1 SV=2,3,9,0.00513145281941652,0.0735581815497818,0.77,0.881,-0.38,-0.18,1349.5,812.8,1039.2,715.7,11.55,5.26,5.38,8.45,3,3,1174.9,1251.7,1495.1,1455,770.7,792.5,833.6,867.1,1008.3,989.1,1110.7,1071.1,713.2,611.5,718.2,745.9,1,15.662,5,338,344,832.9,976.4,502.7,600.3,466.3,419.7,484,334.5,513,1071.1,255.3,220,418.3,343
FALSE,High,Master Protein,Q7Z624,Calmodulin-lysine N-methyltransferase OS=Homo sapiens OX=9606 GN=CAMKMT PE=1 SV=2,1,4,0.00518382472371426,0.00289158965825853,2.059,2.221,1.04,1.15,320.9,210.2,660.7,466.9,33.27,17.23,34.23,26.38,1,1,267.4,187.2,409.2,385.1,226,223,198.2,151.6,737.4,525.1,592,1090,466.4,407.8,712.3,467.4,1,5.319,3,76.9,51.4,228,258.4,147.4,168.9,110.9,73.4,353.9,177.6,273.4,1090,166.9,146.7,414.8,214.9
FALSE,High,Master Protein,Q6P597,Kinesin light chain 3 OS=Homo sapiens OX=9606 GN=KLC3 PE=1 SV=2,3,6,0.00528505258927248,0.023670321407023,1.415,1.376,0.5,0.46,270.8,207.6,383.2,285.6,17.44,6.62,14.83,7.68,1,3,216.8,251,292.1,325,201.6,208.3,206.9,233.1,405.8,361.9,337.2,470.4,308.6,268.7,303.7,267.5,1,9.824,4,62.4,69,162.7,218.1,131.5,157.8,115.7,112.8,194.8,122.4,155.7,470.4,110.4,96.6,176.9,123
FALSE,High,Master Protein,Q6ZNA1,Zinc finger protein 836 OS=Homo sapiens OX=9606 GN=ZNF836 PE=2 SV=2,4,6,0.00528572657428028,0.0227961231274889,1.648,1.5,0.72,0.58,401.3,312.2,661.4,468.1,18.15,9.91,13.14,12.71,1,4,342.1,374,430.5,514,331,358.6,294.4,292.8,669,508.9,654,692.2,367,459.8,476.6,496,1,10.04,9,98.4,102.8,239.8,345,215.9,271.6,164.7,141.7,321.1,172.1,302,692.2,131.3,165.4,277.6,228.1
FALSE,High,Master Protein,Q8TCD5,"5'(3')-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=2",9,56,0.0053397699322858,0.00241099511235376,1.219,1.263,0.29,0.34,5495.1,7025.1,6698,8874.1,12.26,2.71,5.05,2.54,9,9,4745.7,5072.5,5953,6130,7236.5,6866.5,7168.7,6884.3,6846.3,6337.7,6552.8,7113.3,9017.1,8733.4,9105,8632.5,1,50.202,28,1365.2,1394.1,3316.4,4113.8,4720.2,5201.8,4010.3,3332.4,3286.1,2143.7,3026.5,7113.3,3227.1,3141.5,5302.6,3969.5
FALSE,High,Master Protein,Q99618,Cell division cycle-associated protein 3 OS=Homo sapiens OX=9606 GN=CDCA3 PE=1 SV=1,2,11,0.00534676202655482,0.000164389982926005,1.223,1.509,0.29,0.59,668.8,651.8,818.3,983.6,5.51,5.2,3.75,11.83,2,2,612,651,687.2,688.8,627.7,631.9,699.2,672.3,803.6,817.4,819.2,874,999.6,768.6,979.8,987.4,1,11.552,17,176,178.9,382.8,462.3,409.4,478.7,391.2,325.5,385.7,276.5,378.4,874,357.7,276.5,570.6,454
FALSE,High,Master Protein,P09651,Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5,42,402,0.00540601309382205,0.0419201929781104,1.285,1.208,0.36,0.27,128329.3,94583.8,164884.3,114299.9,9.4,9.4,11.68,5.17,40,55,131606.9,125133.2,108146.4,134209.7,103385.9,90647.9,83372.8,98690.6,178904.9,146041.5,151962.5,184944.8,122352.8,112039.4,108635,116606.1,1,488.649,68,37857.8,34390.4,60247.6,90067.6,67436.6,68670.9,46640.5,47771.8,85871.4,49397.8,70186.5,184944.8,43788.4,40301.5,63267.3,53619.8
FALSE,High,Master Protein,Q8IVS2,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens OX=9606 GN=MCAT PE=1 SV=2",8,13,0.00541157523426139,0.000303694224247142,1.217,1.286,0.28,0.36,603.6,615,734.5,791,3.82,8.39,4.85,5.66,8,9,648.4,598.4,602.1,605,604.3,546.5,625.9,670.1,719.7,749.7,774.5,692.6,729.8,838.1,795.2,786.8,1,35.542,19,186.5,164.5,335.4,406,394.2,414,350.1,324.3,345.4,253.6,357.7,692.6,261.2,301.5,463.1,361.8
FALSE,High,Master Protein,P21266,Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3,5,14,0.00541381392025686,0.997624537746354,0.791,1.008,-0.34,0.01,376,268.4,297.3,270.6,7.65,5.51,6.36,10.51,3,5,408.7,365.1,387.1,341.8,248.8,262.8,282.8,274.2,283.3,312,313,277,292.9,226.8,266.9,274.4,1,18.577,23,117.6,100.3,215.7,229.4,162.3,199.1,158.2,132.7,136,105.5,144.5,277,104.8,81.6,155.4,126.2
FALSE,High,Master Protein,Q8N257,Histone H2B type 3-B OS=Homo sapiens OX=9606 GN=H2BU1 PE=1 SV=3,22,178,0.00543790711837289,9.52483093924483E-05,0.746,0.643,-0.42,-0.64,4475.3,4044.9,3340.2,2601,10.88,11.6,4.44,11.75,4,25,5252.7,4648.1,4308.9,4115.9,4101.8,4817.5,3680,3988.8,3432.1,3248.9,3555.9,3250.8,2151.6,2699.1,2506.5,2844.3,1,144.734,86,1511,1277.4,2400.4,2762.2,2675.5,3649.5,2058.7,1930.8,1647.4,1098.9,1642.3,3250.8,770,970.9,1459.7,1307.9
FALSE,High,Master Protein,P13804,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1",35,213,0.00544903262196061,0.00269419343195532,0.8,0.766,-0.32,-0.38,69438.1,78780.5,55583.2,60351.4,5.6,12.71,4.76,2.99,35,40,70037.3,65202.8,74653.8,68844,73410.9,65023.6,85697.5,84542.8,57058.6,54145.9,58089.7,52350.6,57046,60089.8,60614.2,60929.4,1,300.049,65,20146.8,17919.7,41589.1,46200.9,47884.5,49259.1,47941,40923.4,27387.2,18314.6,26829.7,52350.6,20416,21614.8,35300.8,28017.6
FALSE,High,Master Protein,Q92541,RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens OX=9606 GN=RTF1 PE=1 SV=4,16,55,0.00549552575250123,0.158234212608937,1.126,1.05,0.17,0.07,13013.7,10929,14647.5,11477.6,4.57,3.89,2.6,3.98,16,17,12543.7,12423.5,13515.9,13501.3,10865.4,10291.2,10993,11299.7,14939.1,14040.8,14615.1,14680,11079.1,12179.7,11523.8,11431.6,1,61.063,24,3608.3,3414.4,7529.6,9060.6,7087.3,7796.1,6149.7,5469.7,7170.5,4749.2,6750.2,14680,3965.1,4381.1,6711.3,5256.7
FALSE,High,Master Protein,Q9H7N4,"Splicing factor, arginine/serine-rich 19 OS=Homo sapiens OX=9606 GN=SCAF1 PE=1 SV=3",2,7,0.00552189559637439,0.0568859248130023,1.48,1.419,0.57,0.51,197.9,115.6,292.9,164.1,24.36,6.77,9.5,10.91,1,2,214.6,119.1,184.5,212.2,111.2,120.1,104.7,120.9,299.1,252.1,286.8,317.1,134.8,159.2,169.1,173.7,1,5.033,1,61.7,32.7,102.8,142.4,72.6,91,58.6,58.5,143.6,85.3,132.5,317.1,48.2,57.3,98.5,79.9
FALSE,Medium,Master Protein,Q6UWE0,E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens OX=9606 GN=LRSAM1 PE=1 SV=1,1,1,0.00555330749192084,0.0425992035523947,0.588,0.704,-0.77,-0.51,307.2,216,180.7,152.2,24.35,12.29,12.48,5.05,1,1,259.1,220.6,364.3,364.3,183.9,226.7,205.9,245.3,170.5,191.5,166.9,217.5,145.8,156.2,148.3,162.8,1,1.889,1,74.5,60.6,203,244.5,120,171.7,115.2,118.8,81.9,64.8,77.1,217.5,52.2,56.2,86.4,74.8
FALSE,High,Master Protein,P14621,Acylphosphatase-2 OS=Homo sapiens OX=9606 GN=ACYP2 PE=1 SV=2,2,2,0.00557357277789616,0.0245266674593683,1.493,1.425,0.58,0.51,226.4,249.9,338,356.1,14.34,14.78,10.39,20.66,2,2,179.4,210.7,246.7,243.3,195.2,278.6,261,239.2,333.1,404.9,324.4,343,286.8,421,422.4,301.2,1,4.274,18,51.6,57.9,137.4,163.3,127.3,211,146,115.8,159.9,137,149.8,343,102.6,151.4,246,138.5
FALSE,High,Master Protein,Q52LJ0,Protein FAM98B OS=Homo sapiens OX=9606 GN=FAM98B PE=1 SV=2,22,84,0.00560781202325666,0.0563659098469842,1.103,1.059,0.14,0.08,24780.6,19197.4,27338.9,20322.1,3.53,3.6,2.24,4.26,19,25,23380.9,24603,25400.2,24959.5,20162.1,19475,18923.9,18572.7,27666.9,27014.8,27844.7,26515,22021.2,20224.4,20420.4,20164.2,1,112.837,39,6725.7,6761.6,14150.3,16750.2,13151.4,14753.4,10586.4,8990.2,13279.7,9137.6,12860.5,26515,7881.1,7274.9,11892.5,9272.3
FALSE,High,Master Protein,Q9UNF1,Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2,22,103,0.00565686454195413,0.000394002560526241,1.129,1.212,0.17,0.28,16324.7,10274.8,18424.7,12453.7,3.41,2.76,5.98,5.86,22,24,16150.8,15434.3,16682.9,16500.6,9904.6,10347.7,10202.4,10580.7,17566.6,18683.2,20175.8,18169.8,11659.7,12134.9,13327.7,12781,1,143.375,40,4645.9,4241.8,9293.9,11073.4,6460.6,7839,5707.4,5121.6,8431.7,6319.5,9318.5,18169.8,4172.9,4365,7761.9,5877.2
FALSE,High,Master Protein,P24534,Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,29,282,0.00568137705515537,0.0821099284474728,1.118,1.066,0.16,0.09,92026.1,71200,102870.7,75917.9,2.33,3.23,3.14,7.15,26,33,88787.6,91339.5,92717.7,93715.2,70386.3,75503,70988.4,71412.3,102441.3,101796,103301.9,108927.8,75664.1,86602.3,76172.5,74622,1,282.763,52,25540.5,25102.9,51652.4,62891.9,45911.6,57197.8,39712.4,34567.5,49170.1,34432,47711.8,108927.8,27079.2,31151.6,44361.6,34313.9
FALSE,High,Master Protein,Q9UKS6,Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens OX=9606 GN=PACSIN3 PE=1 SV=2,3,9,0.00568155263530368,0.0504823301203864,0.548,0.679,-0.87,-0.56,357.1,217.9,195.8,148.1,18.93,6.2,26.51,13.65,3,3,264.1,320.3,398.1,398.4,215.1,211.6,220.7,242.4,198.4,149.8,193.1,280.3,139.7,137,182.7,156.9,1,14.063,11,76,88,221.8,267.4,140.3,160.3,123.5,117.3,95.3,50.7,89.2,280.3,50,49.3,106.4,72.2
FALSE,High,Master Protein,P50479,PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,4,8,0.00571712260174972,0.0175724580683421,0.603,0.66,-0.73,-0.6,474.1,383.9,286,253.2,21.95,2.53,13.21,13.57,3,4,311.3,437.1,523,514.2,381.3,386.4,391.3,368.8,268.2,230.8,305.1,309.7,227.2,243.4,308.9,263.4,1,12.087,12,89.5,120.1,291.3,345.1,248.7,292.7,218.9,178.5,128.7,78.1,140.9,309.7,81.3,87.6,179.9,121.1
FALSE,High,Master Protein,Q9BTE1,Dynactin subunit 5 OS=Homo sapiens OX=9606 GN=DCTN5 PE=1 SV=1,3,12,0.00573133888158073,0.25231333326884,1.095,1.046,0.13,0.06,3312,3455.1,3626.6,3613.9,2.6,1.61,1.66,5.47,3,3,3314.1,3183.1,3389.8,3309.8,3485.8,3430.2,3366.6,3480.1,3710.2,3571.5,3603.7,3649.7,3753.2,3788.6,3479.7,3392.8,1,9.099,18,953.3,874.8,1888.4,2221.2,2273.7,2598.6,1883.4,1684.6,1780.8,1208.1,1664.4,3649.7,1343.2,1362.8,2026.5,1560.1
FALSE,High,Master Protein,O60563,Cyclin-T1 OS=Homo sapiens OX=9606 GN=CCNT1 PE=1 SV=1,6,14,0.00573685639825017,0.0219844446402959,1.265,1.22,0.34,0.29,3158.4,2411,3994,2941.1,7.41,9.41,4.03,11.3,6,6,3163,2851,3153.9,3421,2548.3,2141.2,2281,2623.3,3995.3,3992.6,4287.8,3919.6,2851,2568,3034.1,3364.4,1,22.161,8,909.8,783.5,1757,2295.8,1662.2,1622.1,1276.1,1269.8,1917.7,1350.5,1980.4,3919.6,1020.3,923.7,1767,1547.1
FALSE,High,Master Protein,P33981,Dual specificity protein kinase TTK OS=Homo sapiens OX=9606 GN=TTK PE=1 SV=2,6,18,0.00581649889526925,0.00245634802774131,1.164,1.181,0.22,0.24,2724.5,1624,3170.6,1918.3,2.8,5.09,4.53,7.87,5,7,2700,2830.5,2650.8,2749.3,1500.7,1644.4,1603.9,1693.8,3131.6,3410.4,3210,3079.2,1918.2,1754.9,1918.4,2125.5,1,24.232,7,776.7,777.9,1476.8,1845.1,978.9,1245.7,897.2,819.9,1503.1,1153.6,1482.6,3079.2,686.5,631.2,1117.2,977.4
FALSE,High,Master Protein,P56282,DNA polymerase epsilon subunit 2 OS=Homo sapiens OX=9606 GN=POLE2 PE=1 SV=2,1,1,0.00584697462785122,0.898122768086057,0.728,0.864,-0.46,-0.21,191.8,101.5,139.8,87.7,8.81,13.4,8.9,10.5,1,1,212.8,171.8,188.8,194.9,77.4,102.8,100.2,105.6,153.4,135.8,124.1,143.8,90.5,84.9,84.4,104.9,1,4.122,3,61.2,47.2,105.2,130.8,50.5,77.9,56,51.1,73.6,45.9,57.3,143.8,32.4,30.5,49.2,48.3
FALSE,High,Master Protein,Q9UL63,Muskelin OS=Homo sapiens OX=9606 GN=MKLN1 PE=1 SV=2,6,11,0.00585404962105562,0.0967431696968422,0.822,0.879,-0.28,-0.19,1154.8,1084.3,949.3,952.7,6.13,7.31,3.78,6.9,6,6,1140.6,1035.3,1169.1,1193.2,957.2,1087,1081.6,1141.6,891.5,936.7,970.7,962.2,933.3,871,972.5,1026.7,1,19.66,8,328.1,284.5,651.3,800.7,624.4,823.5,605.1,552.6,427.9,316.8,448.3,962.2,334,313.3,566.4,472.1
FALSE,High,Master Protein,Q6P6C2,RNA demethylase ALKBH5 OS=Homo sapiens OX=9606 GN=ALKBH5 PE=1 SV=2,18,63,0.00598608028425274,0.0828862224131872,1.368,1.23,0.45,0.3,7684.6,8814.2,10510.9,10842.1,14.42,7.86,13.86,2.06,18,19,6684.5,7084.9,8335.1,9127.6,8798.2,9797.6,8098.1,8830.2,11069.8,9190.1,9980.2,12618.8,10617.1,10971.1,11101.5,10714.6,1,77.227,35,1922.8,1947.1,4643.4,6125.5,5738.9,7422.2,4530.2,4274.3,5313.3,3108.5,4609.5,12618.8,3799.7,3946.4,6465.3,4927
FALSE,High,Master Protein,Q8N3X1,Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3,7,30,0.00601094354254816,0.00343477510071311,1.164,1.252,0.22,0.32,6868.1,7798.5,7995.3,9765.6,5.78,4.89,4.96,8.09,7,7,6756.9,6171.9,6981.2,7011.4,7542.9,7415.1,8062.8,8192.9,7746.4,7772.4,8585.8,8224.7,8405.2,9780.3,9750.9,10167.4,1,31.325,8,1943.7,1696.2,3889.2,4705.3,4920.1,5617.4,4510.5,3965.8,3718.1,2629,3965.5,8224.7,3008.1,3518,5678.8,4675.4
FALSE,High,Master Protein,Q16204,Coiled-coil domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CCDC6 PE=1 SV=2,30,107,0.00615896715243502,0.065088401008027,1.162,1.102,0.22,0.14,17842.3,18816.6,20733.4,20743.4,3.49,3.69,4.2,6.86,30,43,17329.3,17328.6,18445.2,18370.5,18111.3,18355.5,19289.2,19531.8,20747.4,19382.8,21454.4,20719.3,18978.3,22438.2,20938.2,20550.3,1,203.176,60,4984.9,4762.4,10275.7,12328.3,11813.6,13905.4,10790.8,9454.5,9958.4,6556.1,9909.1,20719.3,6792.1,8071.2,12194.1,9449.8
FALSE,High,Master Protein,Q2NKX8,DNA excision repair protein ERCC-6-like OS=Homo sapiens OX=9606 GN=ERCC6L PE=1 SV=1,6,15,0.00624726215268145,0.00279373044577957,1.31,1.352,0.39,0.43,2530.2,1824.8,3314.3,2466.6,10.63,6.56,6.7,10.38,6,6,2402.1,2288.1,2895.8,2665,1864.8,1953.8,1785.7,1673,3053.3,3243.5,3386.7,3578.6,2374,2112.9,2695.7,2562.9,1,24.153,6,691,628.8,1613.2,1788.5,1216.3,1480.1,998.9,809.8,1465.5,1097.1,1564.2,3578.6,849.6,760,1569.9,1178.5
FALSE,High,Master Protein,Q14697,Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3,28,188,0.00631338364084078,0.16500816298728,0.789,0.849,-0.34,-0.24,42732.5,31276.2,33697.3,26560.8,9.55,7.1,5.19,9.12,28,31,45000.7,40578.6,47934.8,38919.1,30030.2,32615.6,32573.9,28093.6,32512.4,33923,33473,36648.5,26686.2,25021.5,30796.5,26436.1,1,174.69,31,12944.8,11152.2,26704.1,26118.4,19588.1,24708.1,18222.5,13598.9,15605.4,11474.3,15460.1,36648.5,9550.6,9000.5,17935.4,12156.3
FALSE,High,Master Protein,P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,125,1075,0.0064267823516122,0.394786963296178,1.235,1.099,0.3,0.14,269001.3,156165.9,332234.2,171561,4.26,4.79,8.92,5.8,120,220,258127.6,267442.5,270569.1,285857.2,169739.5,156063.5,156268.5,152498.6,347960.6,288341.6,317218.6,349627.5,178234.7,159543.7,179728.7,165137.3,1,896.831,70,74252.5,73501.3,150732.1,191837.5,110717.8,118227,87419.8,73817.8,167015.3,97530.1,146513,349627.5,63787.7,57389.2,104671.2,75936.2
FALSE,High,Master Protein,Q96FF9,Sororin OS=Homo sapiens OX=9606 GN=CDCA5 PE=1 SV=1,2,3,0.00648113317337629,0.0324629708318005,2.524,2.555,1.34,1.35,121.1,90.2,305.6,230.4,25.23,28.96,6.01,37.75,2,2,165.9,89.9,117.4,124.9,133.6,75.5,107.8,74.7,309,302.2,275.9,317.9,272.8,93.7,234,226.9,1,7.577,10,47.7,24.7,65.4,83.8,87.1,57.2,60.3,36.2,148.3,102.2,127.4,317.9,97.6,33.7,136.3,104.3
FALSE,High,Master Protein,P13984,General transcription factor IIF subunit 2 OS=Homo sapiens OX=9606 GN=GTF2F2 PE=1 SV=2,6,25,0.00653201357774247,0.0111024220874572,1.118,1.119,0.16,0.16,3553.1,3381.1,3970.9,3782.3,2.23,2.22,3.65,5.92,6,7,3576.4,3553.5,3405.6,3552.7,3488.4,3331.6,3337.1,3425.7,3940.3,4001.7,3743.4,4079.8,3915,3998.3,3654.2,3519.3,1,25.901,26,1028.8,976.6,1897.2,2384.2,2275.4,2523.9,1866.8,1658.2,1891.3,1353.6,1729,4079.8,1401.1,1438.2,2128.1,1618.3
FALSE,High,Master Protein,Q9NWB6,Arginine and glutamate-rich protein 1 OS=Homo sapiens OX=9606 GN=ARGLU1 PE=1 SV=1,6,22,0.00659290475669494,0.00181275828460126,1.358,1.385,0.44,0.47,1715.8,1830.8,2330.4,2534.7,3.65,13.68,11.16,11.63,6,6,1677.5,1670.5,1800.9,1754.9,1957.9,1711.8,1591.2,2159.3,2315.1,2064.4,2703.7,2345.8,2535.1,2534.3,2462.6,3126.6,1,23.993,15,482.6,459.1,1003.3,1177.7,1277.1,1296.8,890.1,1045.2,1111.2,698.3,1248.7,2345.8,907.3,911.6,1434.2,1437.7
FALSE,High,Master Protein,Q96S55,ATPase WRNIP1 OS=Homo sapiens OX=9606 GN=WRNIP1 PE=1 SV=2,13,49,0.00669689745767243,0.0110221406303895,1.147,1.129,0.2,0.17,8516.3,5321.6,9769.6,6005.9,8.42,2.73,3.54,5.35,13,16,8535.2,7224.9,8756,8497.5,5322.7,5320.4,5330.2,5037.5,9970.2,9251.3,9585.4,9957.5,5971.5,5860.9,6595.4,6040.5,1,68.06,20,2455.2,1985.6,4877.9,5702.6,3471.9,4030.5,2981.8,2438.4,4785.5,3129.2,4427.2,9957.5,2137.1,2108.2,3841.1,2777.7
FALSE,High,Master Protein,P09884,DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2,9,23,0.0067247630376448,0.198369282813766,0.702,0.858,-0.51,-0.22,2519.5,1632.3,1767.8,1400.3,14.86,12.25,6.84,14.14,9,10,2278.3,2254.9,3032.3,2786.2,1507.1,1986.4,1650.1,1614.8,1682.2,1762.3,1773.5,1971.2,1262.1,1210.9,1553.6,1601.3,1,39.907,6,655.4,619.7,1689.3,1869.8,983.1,1504.8,923.1,781.6,807.4,596.1,819.1,1971.2,451.7,435.6,904.8,736.4
FALSE,High,Master Protein,Q15008,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,15,91,0.00673562458235977,0.956598888568273,0.889,0.964,-0.17,-0.05,24519.6,24553.2,21787.1,23677.4,6.44,4.93,3.63,1.41,15,15,27016,23947.4,25105.4,23395.3,24660.7,24752.2,24446.3,22261.9,22350.2,22574.9,20989.3,21238.2,23946.6,23520.4,23206.6,23835.4,1,89.368,41,7771.4,6581.5,13986,15700.5,16085.7,18751.2,13675.7,10776,10727.7,7635.8,9694.3,21238.2,8570.2,8460.5,13515.2,10960.4
