"","Accession","Cont_Global_Rep1.x","Cont_Global_Rep2.x","Cont_Global_Rep3.x","Cont_Global_Rep4.x","Cont_PISA_Rep1.x","Cont_PISA_Rep2.x","Cont_PISA_Rep3.x","Cont_PISA_Rep4.x","DZNep_Global_Rep1.x","DZNep_Global_Rep2.x","DZNep_Global_Rep3.x","DZNep_Global_Rep4.x","DZNep_PISA_Rep1.x","DZNep_PISA_Rep2.x","DZNep_PISA_Rep3.x","DZNep_PISA_Rep4.x","U1","Methyl_state","Format2","Format3","Format4","cont_global_mean","cont_global_sd","dznep_global_mean","dznep_global_sd","FC_global","log10FC_global","pval","p.adjust","protein_type","rep1_sm","rep2_sm","rep3_sm","rep4_sm","pisa_sm_mean","pisa_sm_sd","pval.pisa","log10.pvalue_pisa","protein_type.pisa","Gene.Name","DZNep_Kme_global_Norm_rep1","DZNep_Kme_global_Norm_rep2","DZNep_Kme_global_Norm_rep3","DZNep_Kme_global_Norm_rep4","Cont_Kme_global_Norm_rep1","Cont_Kme_global_Norm_rep2","Cont_Kme_global_Norm_rep3","Cont_Kme_global_Norm_rep4","Norm_FC_global_rep1","Norm_FC_global_rep2","Norm_FC_global_rep3","Norm_FC_global_rep4","kme_cont_pisa_rep1_norm","kme_cont_pisa_rep2_norm","kme_cont_pisa_rep3_norm","kme_cont_pisa_rep4_norm","kme_dznep_pisa_rep1_norm","kme_dznep_pisa_rep2_norm","kme_dznep_pisa_rep3_norm","kme_dznep_pisa_rep4_norm","kme_rep1_sm","kme_rep2_sm","kme_rep3_sm","kme_rep4_sm","Norm_Global_Kme_FC_mean","Norm_Global_Kme_FC_sd","Norm.global.kme.pval","Norm_global_kme_protein_type","kme.pisa.sm.mean","kme.pisa.sm.sd","kme.pisa.pval","global_kme_pisa_type"
"55","P14635",298.6,312.4,363.1,365.9,489.4,524.4,400,300.4,487.5,383.6,349.6,576.6,550.3,427.4,484.2,329,"P14635","m2","P14635-K18","P14635-K18-m2","P14635-K18-m2-142",11458.95,652.547666202758,14216.475,611.946317770875,1.24064377626222,0.0936471012314151,0.000849343554477734,3.07091660465144,"Up with DZNep",1.20045057466684,1.17028585290477,1.05950740082038,1.14550963131773,1.14393836492743,0.0606049408064558,0.0201725093009971,1.69524007561996,"Stabilized with DZNep","CCNB1",0.0349194524629854,0.0254444149641815,0.0246608776620134,0.0422327857085308,0.024722636198046,0.0262232332474335,0.033980309949839,0.0327893826563074,1.4124485828799,0.970300447854643,0.725740221275709,1.28800185569846,1.63898191560616,1.6786171574904,1.10162489672267,0.820989341350096,1.12882051282051,1.11418143899896,1.3850114416476,0.570586194935831,0.688732744438507,0.663749583415855,1.25724413615561,0.694998298026033,1.09912277692718,0.31083655533946,0.640399213347799,"ns",0.826181190509,0.287692148369156,0.374538068098174,"ns"
"56","Q15007",46.2,39.5,32.2,34.7,28.1,34,32,29.3,46.7,48.5,38.6,43.4,38.9,32.3,35.3,28.6,"Q15007","m2","Q15007-K83","Q15007-K83-m2","Q15007-K83-m2-143",3275.825,332.631992598427,5420.025,1095.37727252608,1.65455266993811,0.218680596759937,0.0247783382505316,1.60592782277124,"Up with DZNep",0.725512727813604,0.898891915065696,1.27256217205931,0.721202438842643,0.904542313445314,0.258930908086116,0.470332436109468,0.327595069441031,"ns","WTAP",0.00842823368044903,0.0104393120816204,0.00844768345260762,0.00626805314846909,0.0160238623751387,0.0126521460602178,0.0092,0.00964397876657125,0.525980159036161,0.825102084020728,0.918226462239959,0.649944727190393,0.608225108225108,0.860759493670886,0.993788819875776,0.844380403458213,0.832976445396146,0.665979381443299,0.914507772020725,0.658986175115207,1.3695199920748,0.773711340206186,0.920223445595855,0.780437552098898,0.72981335812181,0.175600313537328,0.114781101051163,"ns",0.960973082493935,0.280613107376843,0.587490402467657,"ns"
"57","Q9NWH9",982.1,1794.4,1010.8,1094.2,1645.7,1089.6,1768.2,1767.2,1677.4,1881.9,1721.6,1085.9,1866.6,2021.7,1304.4,1513.3,"Q9NWH9","m2","Q9NWH9-K78","Q9NWH9-K78-m2","Q9NWH9-K78-m2-144",5497.925,296.177901212542,5967.525,217.190966279294,1.08541404257061,0.0355954359752387,0.0465416004961919,1.33215868605331,"Up with DZNep",0.87942356707225,1.25826576245783,0.867625336764636,0.950014857651801,0.988832380986629,0.183269003835016,0.692698523318985,0.159455738182564,"ns","SLTM",0.266808761074615,0.320072794067624,0.291707614626046,0.187166051914923,0.18426928344935,0.303903802184774,0.193073940366359,0.198145666582159,1.44792857539902,1.05320430928014,1.51085959126607,0.944588166591654,1.67569493941554,0.607222469906375,1.74930747922438,1.61506123195028,1.11279360915703,1.07428662521919,0.757667286245353,1.39359057003407,0.664078874371464,1.76918127780224,0.433124133546433,0.862871662364918,1.23914516063422,0.282109357658876,0.289678046968808,"ns",0.932313987021264,0.584895912193854,0.331451941680243,"ns"
"58","P38117",329.8,317.6,474.5,418.7,491,397.3,535.6,443.4,383.1,294.1,339.3,346.1,410.6,374.5,421.9,380.7,"P38117","m2","P38117-K200","P38117-K200-m2","P38117-K200-m2-149",34812.6,2310.92771414426,27221.075,1575.80521718263,0.781931685654045,-0.106831187911326,0.00240962718348127,2.61805014608973,"Down with DZNep",0.87877997821805,0.98190092546059,1.10022525078879,0.946143841324968,0.976762498948099,0.092749718925642,0.690512524591357,0.160828439733309,"ns","ETFB",0.0132859833049534,0.0112756731473352,0.0132164252938931,0.0122322321614754,0.0101349378781779,0.00946204011833509,0.0125462718138551,0.0118531981270418,1.31090919990345,1.19167462897201,1.05341455134887,1.03197736428355,1.48878107944209,1.25094458438287,1.12876712328767,1.05899211846191,1.07178282432785,1.27337640258415,1.24344238137342,1.09997110661658,0.719906263672761,1.01793190400385,1.10159337184781,1.0386962163743,1.14699393612697,0.130192794304044,0.139756688695647,"ns",0.969531938974678,0.17017584406086,0.602974524693717,"ns"
"59","P62805",2952.1,4187.6,5016,4124,6551.5,9168.2,4313.9,3593.5,4678.8,2711.8,2386,3103.4,3479.4,2246.9,3029.2,2457.8,"P62805","m2","P62805-K21","P62805-K21-m2","P62805-K21-m2-150",34499.275,9919.15628212232,25983.55,5311.86449281229,0.753162204133275,-0.123111482266917,0.195633132654155,0.708557590702277,"ns",1.02686868949444,0.719784996491258,0.893276558981536,0.961763947587557,0.900423548138698,0.132202350171138,0.327151280198006,0.485251375894911,"ns","H4C9",0.139776658481063,0.11088485443245,0.0952232718333074,0.148148501759126,0.0612981393156519,0.122083904259351,0.163066270054128,0.166452076412966,2.28027571540613,0.908267597642437,0.583954436449053,0.890036970110072,2.2192676399851,2.18936861209285,0.860027910685806,0.871362754607177,0.743652218517569,0.828564053396268,1.26957250628667,0.791970097312625,0.335089019962713,0.378448859100174,1.47619919134286,0.908886790404137,1.16563367990192,0.757840892783032,0.870999075232194,"ns",0.77465596520247,0.535530883905914,0.204881850784794,"ns"
"60","P38117",1565.3,1451.2,1909,1706,1832.6,1483.4,2036.6,1844.1,1594.7,1522.4,1548.2,1494.9,1788.4,1599.2,1666.7,1643.9,"P38117","m2","P38117-K200","P38117-K200-m2","P38117-K200-m2-151",34812.6,2310.92771414426,27221.075,1575.80521718263,0.781931685654045,-0.106831187911326,0.00240962718348127,2.61805014608973,"Down with DZNep",0.87877997821805,0.98190092546059,1.10022525078879,0.946143841324968,0.976762498948099,0.092749718925642,0.690512524591357,0.160828439733309,"ns","ETFB",0.0553045094659596,0.0583681904097352,0.0603055397583416,0.0528343364871122,0.0481025417244145,0.0432346115230727,0.0504759386567953,0.0482960496888783,1.14972114743554,1.35003388150224,1.19473835183891,1.0939680745624,1.17076598735067,1.02218853362734,1.0668412781561,1.08094958968347,1.12146485232332,1.05044666316343,1.07654049864359,1.09967221887752,0.957889846852393,1.02764473343856,1.00909153093912,1.0173205386937,1.19711536383477,0.109962566757935,0.00658771763502056,"Norm.Up with DZNep",1.00298666248094,0.0310079165663685,0.959939368218946,"ns"
"61","Q99832",566.2,583.7,368.9,294.4,544.2,397.6,499.1,341.6,371.9,436,357,337.1,551.1,441,433,348.3,"Q99832","m2","Q99832-K55","Q99832-K55-m2","Q99832-K55-m2-152",257933.825,13511.8224658692,247071.725,6643.01490809457,0.957888035816939,-0.0186852511183154,0.216706949806673,0.664127160603163,"ns",1.08470368006202,0.989209316568869,1.00587150749979,1.02037529344375,1.02503994939361,0.0417643515679018,0.573723379708486,0.241297451892884,"ns","CCT7",0.00150679353606236,0.00171842502405204,0.00149963391289773,0.00135006003381758,0.00210177927382821,0.00216426460609791,0.00148527687590188,0.00120520251209399,0.716913309987052,0.793999504131935,1.00966623612661,1.12019351127298,0.96114447191805,0.681171834846668,1.35294117647059,1.16032608695652,1.48184995966658,1.01146788990826,1.21288515406162,1.03322456244438,1.54175569122237,1.48489388163845,0.89648033126294,0.890460512832626,0.910193140379644,0.186951960401488,0.427161368929291,"ns",1.2033976042391,0.358633603577868,0.450901116764072,"ns"
"62","O15541",32.8,31.7,39.8,34.5,35.4,32.6,26.1,34.7,36,33.1,36.8,45,32.9,46.5,38.7,35.3,"O15541","m2","O15541-K107","O15541-K107-m2","O15541-K107-m2-153",6720.15,80.6748825017219,6545.95,242.439126380211,0.974077959569355,-0.0114062833104291,0.250614885571033,0.600993137135301,"ns",1.02857269071908,1.01830539141129,1.10000200024405,0.957665469937214,1.02613638807791,0.0583428240976289,0.589260900997007,0.229692374524374,"ns","RNF113A",0.0054363419459084,0.00511948031861418,0.00587699825925867,0.00658424171482918,0.00480304583394348,0.00474479868283191,0.00591522501634861,0.00519406220830448,1.13185302282343,1.07896681415336,0.993537565014975,1.26764783531126,1.07926829268293,1.02839116719243,0.655778894472362,1.00579710144928,0.913888888888889,1.40483383685801,1.05163043478261,0.784444444444444,0.84676710608914,1.36605008062573,1.60363568215892,0.779923150816523,1.11800130932575,0.11489251232866,0.207397645438558,"ns",1.14909400492258,0.400569073697649,0.582404956897274,"ns"
"63","Q16851",292.6,379.1,460.8,488.2,524.5,715.8,552.4,446.2,518,360.3,334.3,653.2,467.9,394.1,699.2,425.6,"Q16851","m2","Q16851-K319","Q16851-K319-m2","Q16851-K319-m2-157",19527.75,1819.98317483065,20088.55,582.655767441921,1.02871810628465,0.0122963838419047,0.59198988893701,0.227685710872288,"ns",1.10864268186696,0.975170168313669,0.963152674388788,0.947625172462461,0.998647674257969,0.0741918362298075,0.904363791943163,0.0436568338477647,"ns","UGP2",0.0251400172776953,0.0182277174627908,0.0162655819701644,0.0336174242424242,0.0131493207382674,0.0202179118646237,0.0247195712699358,0.026436202760585,1.91188714444635,0.90156281147336,0.6580042102084,1.27164345601654,1.79254955570745,1.88815615932472,1.19878472222222,0.91396968455551,0.903281853281853,1.09381071329448,2.09153454980556,0.651561543172076,0.503908999562003,0.57930097989653,1.74471238332803,0.712891854272989,1.18577440553616,0.545872638599299,0.674152493646294,"ns",0.885203554264888,0.579485021849243,0.529806437258467,"ns"
"64","P42704",397.1,443.4,364.7,321,231.7,269,244.1,232.1,339.6,378.7,332,400.8,278.4,244.6,283.3,243,"P42704","m2","P42704-K64","P42704-K64-m2","P42704-K64-m2-158",38872.7,4256.55660912276,35146.6,945.667295264743,0.904146097389685,-0.0437613879277068,0.177709473872387,0.750289418897989,"ns",1.17088088159682,0.843412195040367,1.34323466826046,1.24985435871747,1.15184552590378,0.217354548664456,0.167928864125068,0.774874649586445,"ns","LRPPRC",0.00987226521392815,0.0110521584833415,0.00925804571578357,0.0111143463250281,0.010540537670942,0.0129619560451125,0.00820529665735968,0.00819661666134695,0.936599775279384,0.852661314764207,1.1283011574578,1.35596756371935,0.583480231679678,0.606675687866486,0.669317247052372,0.723052959501558,0.819787985865724,0.64589384737259,0.853313253012048,0.606287425149701,1.40499701850358,1.06464435659854,1.27490103799055,0.838510398419017,1.06838245280519,0.223754128960283,0.790727569999277,"ns",1.14576320287792,0.248235979591312,0.277091732439179,"ns"
"65","Q15084",1089.5,1116.1,1238.8,1081.7,1160.4,1419.1,1057.3,930.5,1124.2,969.5,895.4,1303.8,1131,1144.9,1286.2,972.2,"Q15084","m2","Q15084-K208","Q15084-K208-m2","Q15084-K208-m2-160",58652.55,4201.68417145633,55102.425,2182.24056323617,0.93947194111765,-0.0271161862922966,0.200183235933183,0.698572294721603,"ns",1.07086633247728,0.845691543244768,1.30359964589645,1.0587246121937,1.06972053345305,0.187092357612313,0.479523041406588,0.319190519848236,"ns","PDIA6",0.0214022449321494,0.0178916461975408,0.0159196089970504,0.0226944774682725,0.0189259049518297,0.0199344864293318,0.0190976558043739,0.0192512360158466,1.13084394044155,0.897522304422893,0.83358969080406,1.17885820160282,1.06507572280863,1.27148105008512,0.853487245721666,0.860220024036239,1.00604874577477,1.18091799896854,1.43645298190753,0.745666513268906,0.944579548881089,0.928773573848769,1.68303977488607,0.866832313168163,1.01020353431783,0.170184227312689,0.9185060653702,"ns",1.10580630269602,0.386282151764851,0.668789984788429,"ns"
"66","Q5JRX3",564.9,784.5,734.6,909.9,653.8,638.3,494.1,342.5,923.9,638.7,749.6,978.2,566.9,416.3,534.9,540,"Q5JRX3","m2","Q5JRX3-K1000","Q5JRX3-K1000-m2","Q5JRX3-K1000-m2-162",20613.075,874.040690795725,18607.375,853.392630914986,0.902697680962205,-0.0444576732449334,0.016756485776551,1.77581705777504,"Down with DZNep",1.0840415730776,1.13915766221136,0.996257225011269,1.05562095234483,1.06876935316126,0.0594941003376978,0.0792680473408938,1.10090183992089,"ns","PITRM1",0.048772891162388,0.0334118016321406,0.0393720225433192,0.0564399337629892,0.0271224037104255,0.037176570941143,0.0346524144892944,0.0470879865862115,1.79825105780135,0.898732744476012,1.13619853402951,1.19860579852264,1.15737298636927,0.81363926067559,0.672610944731827,0.376414990658314,0.613594544864163,0.651792703929857,0.713580576307364,0.552034348803926,0.530161453646016,0.801083152487816,1.06091133648126,1.46655782182976,1.25794703370738,0.382669319128671,0.269827849301832,"ns",0.964678441111212,0.398627693383744,0.509987966941833,"ns"
"67","Q00688",414.9,395.7,337,347.3,632.5,527.7,480.8,360.6,402.2,351.6,245.4,391.1,588,426.7,386.5,267.3,"Q00688","m2","Q00688-K73","Q00688-K73-m2","Q00688-K73-m2-166",110667.425,2172.94572009979,107366.25,9383.34681390387,0.970170309826943,-0.0131520202434798,0.537853108003427,0.269336317445382,"ns",1.00758041355452,1.28842603852148,0.784128184609931,0.994757746832515,1.01872309587961,0.206940367407022,0.965127301968716,0.0154153986808781,"ns","FKBP3",0.00377708972513267,0.00324836103740604,0.00206514375639046,0.00407768771855927,0.00370629757933835,0.00353749864784769,0.00313708113683352,0.00311642769268595,1.01910050239597,0.918264955205689,0.658301034086404,1.3084493274557,1.52446372619908,1.33358605003791,1.42670623145401,1.03829542182551,1.46195922426653,1.21359499431172,1.57497962510187,0.68345691638967,0.958999023159186,0.910023762079111,1.10392706667914,0.658248993516729,0.976028954785941,0.2687292153941,0.86957089092916,"ns",0.907799711358542,0.185623109382861,0.684361804157049,"ns"
"68","O60264",148.2,159.3,204.1,195.7,167.1,202.5,165.4,132.8,211.2,132.6,183.9,237,186.5,204.3,208.6,167.8,"O60264","m2","O60264-K402","O60264-K402-m2","O60264-K402-m2-167",4822.275,543.893754177535,4329.675,134.513973871367,0.897849044278893,-0.0467966753011032,0.16686236306688,0.777641610328851,"ns",1.0882727003336,0.689214799910707,1.44347759332453,1.44613148451773,1.16677414452164,0.36001422488282,0.426240129767719,0.370345664625945,"ns","SMARCA5",0.0495541999061473,0.0293570669500531,0.0424574040725862,0.0563146014019247,0.0325542570951586,0.0380308926397212,0.0383322377688046,0.0374653010433617,1.52220337147601,0.771926844530368,1.10761610967411,1.50311354329562,1.12753036437247,1.27118644067797,0.810387065164135,0.678589678078692,0.883049242424242,1.54072398190045,1.13431212615552,0.708016877637131,0.783171141396007,1.21203619909502,1.39971647489928,1.04336523308424,1.22621496724403,0.358108616816551,0.269734931539045,"ns",1.10957226211864,0.261791001178009,0.692186064720228,"ns"
"69","P09493",86.3,97.6,99,108.9,101.3,111.3,124.9,108.8,109.5,82.7,96.2,121.5,106.4,122.5,120,102.7,"P09493","m2","P09493-K136","P09493-K136-m2","P09493-K136-m2-168",14535.2,1361.56345182049,15030.7,818.533114785223,1.03408965820904,0.0145581948288895,0.560549937703348,0.251385691359945,"ns",0.786803967435713,0.981652018132209,1.06870930189946,0.967637588957298,0.951200719106171,0.118366677873973,0.480391290399816,0.318404875052621,"ns","TPM1",0.00760400824982813,0.0056700147406671,0.00593277829170521,0.00814234016887817,0.00662094150862334,0.00702800400365802,0.00613060036535901,0.00722598967526177,1.14847839086396,0.806774546189203,0.967732022662642,1.12681314737461,1.17381228273465,1.14036885245902,1.26161616161616,0.999081726354454,0.971689497716895,1.48125755743652,1.24740124740125,0.845267489711934,0.827806551361975,1.29892846007012,0.988732774161117,0.846044389978213,1.0124495267726,0.159043749112198,0.902369056171101,"ns",0.990378043892856,0.217920291293034,0.96410212320392,"ns"
"70","Q9UKK9",44.4,55.6,35.8,32.5,33.7,33.6,39.6,34.4,38.4,40.5,41.8,36.8,39.9,50.8,42.8,54.4,"Q9UKK9","m2","Q9UKK9-K14","Q9UKK9-K14-m2","Q9UKK9-K14-m2-169",45850.675,1143.95146568084,40602.3,750.485553936029,0.885533310033059,-0.0527950978375833,0.000511535545432913,3.29112418277487,"Down with DZNep",0.952245520440799,1.02189969277707,0.968782845432095,0.920950843543306,0.965969725548317,0.0422339848167483,0.287865558237501,0.540810293309427,"ns","NUDT5",0.000939072763466157,0.000981722984437873,0.00105758258885085,0.000903295802374588,0.000995308153232622,0.00117388734059623,0.000780218199570226,0.000713583109378019,0.943499518632676,0.83630085314596,1.35549592336273,1.26585928184585,0.759009009009009,0.60431654676259,1.10614525139665,1.05846153846154,1.0390625,1.25432098765432,1.02392344497608,1.47826086956522,1.36897255192878,2.0756025867137,0.925668164902615,1.39661274014156,1.10028889424681,0.249544101052036,0.648279644430235,"ns",1.44171401092166,0.474497448604157,0.0971553020628235,"ns"
"71","P68104",332.2,342.8,289.8,254.5,286.7,243.6,322.9,278.9,283.4,321.4,316.5,260.8,346.1,293.3,307.6,282.7,"P68104","m2","P68104-K408","P68104-K408-m2","P68104-K408-m2-171",558006.675,8507.96398181337,665816.525,34191.9189573964,1.19320530529496,0.0767151756782948,0.00620430700243779,2.20730672050287,"Up with DZNep",1.00316446621772,0.94461266037644,0.958622231388619,1.05938200269969,0.991445340170617,0.0517151956962857,0.881340976581177,0.0548560375604069,"ns","EEF1A1",0.000443369205458604,0.00045071089336256,0.000473296435651648,0.000406066142382546,0.000590071627448455,0.000604848812498985,0.000522686920995277,0.000464544740678166,0.751382009970194,0.74516289698976,0.905506559740234,0.874116326857453,0.863034316676701,0.710618436406068,1.11421670117322,1.0958742632613,1.2212420606916,0.912570006222775,0.971879936808847,1.08397239263804,1.41505620007586,1.28419128954502,0.87225396620379,0.989139383027538,0.81904194838941,0.0827552569977572,0.0432068550561981,"Norm.Down with DZNep",1.14016020971305,0.25225238874266,0.428305388499823,"ns"
"72","P06753",1694.9,1755.7,2373.8,2270.6,2829.1,3197.8,2836.3,2653.6,2079.5,1788.3,2035.2,2389.2,2472.8,3122.3,3267.3,2631.7,"P06753","m2","P06753-K190","P06753-K190-m2","P06753-K190-m2-172",78072,8756.3574249418,78501.1,6385.78213377187,1.00549620862793,0.00238043736431547,0.939691027778999,0.02701491979217,"ns",0.759484343196191,1.07477762419195,1.15693780791753,0.922167381318822,0.978341789156124,0.175357305659483,0.808579026291001,0.0922775280087979,"ns","TPM3",0.0261536797516815,0.0253798893860885,0.0260861874714009,0.0277768735322157,0.0249696148264914,0.0237467910655691,0.027281169120723,0.0272049018186524,1.04742023188655,1.06877132645039,0.956197564553259,1.02102458289966,1.6691840226562,1.821381785043,1.19483528519673,1.16867788249802,1.18913200288531,1.745959850137,1.60539504716981,1.10149840950946,0.71240317828649,0.958590815212188,1.34361201670193,0.942516690018156,1.02335342644746,0.0488444130675562,0.60999108206914,"ns",0.989280675054692,0.261623511738918,0.823950740459069,"ns"
"73","Q92541",432,452.3,492.4,476,399.8,465.8,406.8,394.6,422,462.3,448.6,494.1,361.7,431.3,427.9,405.7,"Q92541","m2","Q92541-K242","Q92541-K242-m2","Q92541-K242-m2-173",12996.2,593.844985384794,14568.85,378.776631626962,1.12100844862344,0.0496088857231753,0.00631913168277013,2.19934259439,"Up with DZNep",0.856170905701746,1.04718263602626,0.969443990209815,0.930443169799218,0.95081017543426,0.0795953861889148,0.21550374661194,0.666545175068227,"ns","RTF1",0.0282478312091678,0.0329252398350533,0.0306940719251191,0.0336578088705118,0.0344393246065786,0.0364065166296404,0.0364308967150044,0.0352556031226391,0.820220243336943,0.904377646727323,0.842528586799166,0.954679707320017,0.925462962962963,1.02984744638514,0.826157595450853,0.828991596638656,0.857109004739337,0.932943975773307,0.953856442264824,0.821088848411253,0.926140795516242,0.905905024135395,1.15456959727433,0.990467034576169,0.880451546045862,0.0609596557405014,0.0326102424201695,"Norm.Down with DZNep",0.994270612875535,0.112783540309108,0.850978022420724,"ns"
"74","P06733",1473.1,1319.7,867.4,811.1,1165.9,954.7,1189.9,1112.3,983.9,1291.5,1075.1,859,1437.8,1447.8,1058.8,1068.4,"P06733","m2","P06733-K343","P06733-K343-m2","P06733-K343-m2-174",495523.85,14765.7593055691,501845.7,22315.8268904978,1.01275791266152,0.00550564500478479,0.655716720106371,0.183283742126754,"ns",0.992453797164927,1.00115945622515,1.05254592433649,0.905687822561271,0.987961750071959,0.0609220065555301,0.836831608949578,0.077361923920017,"ns","ENO1",0.0019475027369747,0.00256719787022959,0.0022756771997084,0.00163102339407804,0.00291673918419611,0.00258204250773321,0.0017899701004418,0.00168505595731995,0.667698623012623,0.994250815988054,1.27134928072079,0.967934261763123,0.791460186002308,0.723421989846177,1.37180078395204,1.3713475527062,1.46132737066775,1.12102206736353,0.984838619663287,1.24377182770664,1.84636877067558,1.54961016266854,0.717916647361909,0.906970538031873,0.975308245371148,0.246763835136804,0.718202608285626,"ns",1.25521652968448,0.531066542414511,0.530662777355806,"ns"
"75","P52565",47.8,42.8,41.9,39.3,41.2,25.8,41.2,36.4,37.5,46.6,47.1,36,49.6,45.6,43.4,31,"P52565","m2","P52565-K141","P52565-K141-m2","P52565-K141-m2-175",73110.9,5804.21841594543,79618.7,1756.30923624894,1.08901271903369,0.0370329520917602,0.107187079243083,0.969857563072619,"ns",0.870322835065306,0.988730012750438,1.03197874732868,0.972540907950826,0.965893125773813,0.0684755583086843,0.327997916009489,0.484128915643365,"ns","ARHGDIA",0.000473168805179369,0.000602835916084206,0.000579805771221691,0.000446171292595416,0.000717410717635847,0.000612193813695691,0.000530780183530866,0.000510640288349346,0.65955078945384,0.984714158486846,1.09236514325892,0.873748708778292,0.861924686192469,0.602803738317757,0.983293556085919,0.926208651399491,1.32266666666667,0.978540772532189,0.921443736730361,0.861111111111111,1.5345501618123,1.62331570016968,0.93709933419908,0.929716117216117,0.902594699994475,0.184985459122236,0.312979189522714,"ns",1.25617032834929,0.374463931063508,0.233273339979429,"ns"
"76","Q96EK5",1004.9,1544.5,2147.4,2352.6,1773.6,1980.1,1841.8,2571.8,1935.2,1613.6,1868.1,1600.9,1771.9,1719.8,1887.7,2631.8,"Q96EK5","m2","Q96EK5-K26","Q96EK5-K26-m2","Q96EK5-K26-m2-176",3109.05,654.384038619525,2887.4,131.773011905574,0.928708126276515,-0.0321207543210219,0.550816273435926,0.258993237334827,"ns",0.781988174077854,0.89959847883787,1.29095589044146,1.34497347217265,1.07937900388246,0.280515919542029,0.701266224649661,0.154117077686861,"ns","KIFBP",0.649635771593541,0.598649551087037,0.629477373049837,0.550591553171,0.425967529990251,0.558690540784952,0.595078423765449,0.635151187904968,1.52508284283642,1.07152261831021,1.05780574107648,0.866866918705001,1.76495173649119,1.28203302039495,0.857688367327931,1.09317351015897,0.915615957007028,1.06581556767476,1.0104919436861,1.64395027796864,0.518776767702053,0.831347984583442,1.17815745459416,1.50383288900732,1.13031953023203,0.279261333979509,0.344047208117374,"ns",1.00802877397174,0.42636022150068,0.733402137626443,"ns"
"77","P55265",314.8,396.6,379.7,421.7,408.5,427.7,372.6,313.9,406.4,360.9,322.3,458.8,384.6,414.1,402.9,340.8,"P55265","m2","P55265-K384","P55265-K384-m2","P55265-K384-m2-178",14012.875,983.430663121029,13282.3,994.47928418176,0.947864017912099,-0.0232539627741323,0.336412338281608,0.473128084368317,"ns",1.06304396977198,0.987575270300098,0.969392603135804,1.18766033037415,1.05191804339551,0.0991634937054144,0.408730059924873,0.388563421061518,"ns","ADAR",0.0283482142857143,0.0281493498896333,0.0232825254641335,0.0378257607611321,0.0204347910756827,0.029362117981521,0.0288238911114316,0.0301945424993377,1.38725246471683,0.958696164471143,0.807750951255141,1.25273501865318,1.29764930114358,1.07841654059506,0.981301027126679,0.744368034147498,0.946358267716535,1.14740925464117,1.25007756748371,0.742807323452485,0.729286616100772,1.06397594199366,1.27389815451842,0.997903307741041,1.10160864977407,0.265334941674317,0.585556074875162,"ns",1.01626600508848,0.224607005572713,0.982023481896466,"ns"
"78","P09493",1675.6,1532.9,1989.9,1918,2362.4,2705.1,2378.5,2020.9,1692,1647,1897.8,1997,1905.4,2382.6,2813.3,2037.7,"P09493","m2","P09493-K136","P09493-K136-m2","P09493-K136-m2-179",14535.2,1361.56345182049,15030.7,818.533114785223,1.03408965820904,0.0145581948288895,0.560549937703348,0.251385691359945,"ns",0.786803967435713,0.981652018132209,1.06870930189946,0.967637588957298,0.951200719106171,0.118366677873973,0.480391290399816,0.318404875052621,"ns","TPM1",0.117497552134331,0.112920366117034,0.117039777983349,0.133829245409463,0.12855213895538,0.110381427635321,0.123225067343716,0.127267660212599,0.914006978717903,1.02300150067003,0.949804942340875,1.0515573648946,1.40988302697541,1.76469437014809,1.1952861952862,1.0536496350365,1.12612293144208,1.44663023679417,1.48240067446517,1.02038057085628,0.798735008433944,0.819762481971751,1.2402056346934,0.968424926964399,0.984592696655852,0.0636449381208492,0.754382185888562,"ns",0.956782013015873,0.203484409161069,0.669085960518974,"ns"
"79","O15347",221.7,210.5,136.1,116.6,153.4,102.7,200.6,296.5,158.2,220.6,247.8,96.3,224.4,369.4,134.9,288.6,"O15347","m2","O15347-K178","O15347-K178-m2","O15347-K178-m2-182",70385.025,8325.39025446656,75768.775,9583.29520793866,1.0764899920118,0.0320099965986548,0.429470062992151,0.367067104080583,"ns",0.859132954064909,1.35941882300474,0.816623615336054,0.999502456081826,1.00866946212188,0.246544061423126,0.991568239788276,0.00367739225677265,"ns","HMGB3",0.00243183334409366,0.00293449790953605,0.00280423963008481,0.00129295761032433,0.00376660312541412,0.00298865164248059,0.00183978836350757,0.00148968273335062,0.645630363253704,0.981880212409235,1.52421859258773,0.8679415968098,0.69192602616148,0.487885985748218,1.47391623806025,2.54288164665523,1.41845764854614,1.67452402538531,0.544390637610977,2.99688473520249,2.05001343339426,3.43220357686084,0.369349779555603,1.17853881998182,1.00491769126512,0.373297908766502,0.818159954418075,"ns",1.75752640244813,1.31051558031767,0.620679014818391,"ns"
